,,,,,,,,
My Menu,My Menu 1,,,,,,
My Menu,My Menu 2,,,,,,
My Menu,My Menu 3,,,,,,
Shooting,Zoom,Remote Zoom Speed,Fixed Speed REC,2,,,
Shooting,Zoom,Remote Zoom Speed,Fixed Speed REC,3,,,
Shooting,Zoom,Remote Zoom Speed,Fixed Speed REC,4,,,
Shooting,Zoom,Remote Zoom Speed,Fixed Speed REC,5,,,
Shooting,Zoom,Remote Zoom Speed,Fixed Speed REC,6,,,
Shooting,Zoom,Remote Zoom Speed,Fixed Speed REC,7,,,
Shooting,Zoom,Remote Zoom Speed,Fixed Speed REC,8 (Fast),,,
Shooting,Shooting Display,Grid Line Display,On,,,,
Shooting,Shooting Display,Grid Line Display,Off,,,,
Shooting,Shooting Display,Grid Line Type,Rule of 3rds Grid,,,,
Shooting,Shooting Display,Grid Line Type,Square Grid,,,,
Shooting,Shooting Display,Grid Line Type,Diag. + Square Grid,,,,
Shooting,Shooting Display,Live View Display Set.,Live View Display,Setting Effect ON,,,
Shooting,Shooting Display,Live View Display Set.,Live View Display,Setting Effect OFF,,,
Shooting,Shooting Display,Live View Display Set.,Exposure Effect,Exposure Set. & flash,,,
Shooting,Shooting Display,Live View Display Set.,Exposure Effect,Exposure Setting Only,,,
Shooting,Shooting Display,Live View Display Set.,Frame Rate Low Limit,On,,,
Shooting,Shooting Display,Live View Display Set.,Frame Rate Low Limit,Off,,,
Exposure/Color,Exposure,ISO,ISO 50,,,,
Exposure/Color,Exposure,ISO,ISO 64,,,,
Exposure/Color,Exposure,ISO,ISO 80,,,,
Exposure/Color,Exposure,ISO,ISO 100,,,,
Exposure/Color,Exposure,ISO,ISO 125,,,,
Exposure/Color,Exposure,ISO,ISO 160,,,,
Exposure/Color,Exposure,ISO,ISO 200,,,,
Exposure/Color,Exposure,ISO,ISO 250,,,,
Exposure/Color,Exposure,ISO,ISO 400,,,,
Exposure/Color,Exposure,ISO,ISO 500,,,,
Exposure/Color,Exposure,ISO,ISO 640,,,,
Exposure/Color,Exposure,ISO,ISO 1000,,,,
Exposure/Color,Exposure,ISO,ISO 1250,,,,
Exposure/Color,Exposure,ISO,ISO 1600,,,,
Exposure/Color,Exposure,ISO,ISO 2500,,,,
Exposure/Color,Exposure,ISO,ISO 3200,,,,
Exposure/Color,Exposure,ISO,ISO 4000,,,,
Exposure/Color,Exposure,ISO,ISO 5000,,,,
Exposure/Color,Exposure,ISO,ISO 6400,,,,
Exposure/Color,Exposure,ISO,ISO 8000,,,,
Exposure/Color,Exposure,ISO,ISO 10000,,,,
Exposure/Color,Exposure,ISO,ISO 12800,,,,
Exposure/Color,Exposure,ISO Range Limit,50 - 20480,,,,
Exposure/Color,Exposure,ISO AUTO Min. SS,?,,,,
Exposure/Color,Exposure Comp.,Exposure Comp.,-3 - +3,,,,
Exposure/Color,Exposure Comp.,Exposure step,0.5EV,,,,
Exposure/Color,Exposure Comp.,Exposure step,0.3EV,,,,
Exposure/Color,Exposure Comp.,Exposure Std. Adjust,,,,,
Exposure/Color,Metering,Metering Mode,Multi,,,,
Exposure/Color,Metering,Metering Mode,Center,,,,
Exposure/Color,Metering,Metering Mode,Spot: Standard,,,,
Exposure/Color,Metering,Metering Mode,Entire Screen Avg.,,,,
Exposure/Color,Metering,Metering Mode,Highlight,,,,
